construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	multiple	ex	k.4
1873	cut	cap	first	R-MAT.500.25.25.gexf	500	9651	5	3	[129, 129, 129, 129]	256	185	185.0	inf	37	0	0	0	0	[256.0, 185.0]	R-MAT	500	25	25	gexf
1874	cut	cap	first	R-MAT.500.25.25.gexf	500	9651	10	4	[129, 129, 129, 129]	256	159	159.0	inf	39	0	0	0	0	[256.0, 159.0]	R-MAT	500	25	25	gexf
1875	cut	cap	first	R-MAT.500.25.25.gexf	500	9651	50	5	[129, 129, 129, 129]	256	79	79.0	inf	112	0	0	0	0	[256.0, 79.0]	R-MAT	500	25	25	gexf
1876	cut	cap	first	R-MAT.500.5.26.gexf	500	2303	2	1	[38, 38, 38, 38]	53	44	44.0	inf	137	0	0	0	0	[53.0, 44.0]	R-MAT	500	5	26	gexf
1877	cut	cap	first	R-MAT.500.5.26.gexf	500	2303	3	2	[38, 38, 38, 38]	53	41	41.0	inf	179	0	0	0	0	[53.0, 41.0]	R-MAT	500	5	26	gexf
1878	cut	cap	first	R-MAT.500.5.26.gexf	500	2303	5	3	[38, 38, 38, 38]	53	36	36.0	inf	252	0	0	0	0	[53.0, 36.0]	R-MAT	500	5	26	gexf
1879	cut	cap	first	R-MAT.500.5.26.gexf	500	2303	10	4	[38, 38, 38, 38]	53	28	28.0	inf	411	0	0	0	0	[53.0, 28.0]	R-MAT	500	5	26	gexf
1881	cut	cap	first	R-MAT.500.10.26.gexf	500	4335	2	1	[63, 63, 63, 63]	117	90	90.0	inf	30	0	0	0	0	[117.0, 90.0]	R-MAT	500	10	26	gexf
1882	cut	cap	first	R-MAT.500.10.26.gexf	500	4335	3	2	[63, 63, 63, 63]	117	84	84.0	inf	228	0	0	0	0	[117.0, 84.0]	R-MAT	500	10	26	gexf
1883	cut	cap	first	R-MAT.500.10.26.gexf	500	4335	5	3	[63, 63, 63, 63]	117	75	75.0	inf	144	0	0	0	0	[117.0, 75.0]	R-MAT	500	10	26	gexf
1884	cut	cap	first	R-MAT.500.10.26.gexf	500	4335	10	4	[63, 63, 63, 63]	117	61	61.0	inf	145	0	0	0	0	[117.0, 61.0]	R-MAT	500	10	26	gexf
1885	cut	cap	first	R-MAT.500.10.26.gexf	500	4335	50	5	[63, 63, 63, 63]	117	13	13.0	inf	246	0	0	0	0	[117.0, 13.0]	R-MAT	500	10	26	gexf
1886	cut	cap	first	R-MAT.500.25.26.gexf	500	9641	2	1	[119, 119, 119, 119]	252	214	214.0	inf	15	0	0	0	0	[252.0, 214.0]	R-MAT	500	25	26	gexf
1887	cut	cap	first	R-MAT.500.25.26.gexf	500	9641	3	2	[119, 119, 119, 119]	252	203	203.0	inf	16	0	0	0	0	[252.0, 203.0]	R-MAT	500	25	26	gexf
1888	cut	cap	first	R-MAT.500.25.26.gexf	500	9641	5	3	[119, 119, 119, 119]	252	187	187.0	inf	49	0	0	0	0	[252.0, 187.0]	R-MAT	500	25	26	gexf
1889	cut	cap	first	R-MAT.500.25.26.gexf	500	9641	10	4	[119, 119, 119, 119]	252	161	161.0	inf	105	0	0	0	0	[252.0, 161.0]	R-MAT	500	25	26	gexf
1890	cut	cap	first	R-MAT.500.25.26.gexf	500	9641	50	5	[119, 119, 119, 119]	252	69	69.0	inf	112	0	0	0	0	[252.0, 69.0]	R-MAT	500	25	26	gexf
1891	cut	cap	first	R-MAT.500.5.27.gexf	500	2270	2	1	[37, 37, 37, 37]	45	39	39.0	inf	182	0	0	0	0	[45.0, 39.0]	R-MAT	500	5	27	gexf
1892	cut	cap	first	R-MAT.500.5.27.gexf	500	2270	3	2	[37, 37, 37, 37]	45	37	37.0	inf	247	0	0	0	0	[45.0, 37.0]	R-MAT	500	5	27	gexf
1893	cut	cap	first	R-MAT.500.5.27.gexf	500	2270	5	3	[37, 37, 37, 37]	45	33	33.0	inf	248	0	0	0	0	[45.0, 33.0]	R-MAT	500	5	27	gexf
1894	cut	cap	first	R-MAT.500.5.27.gexf	500	2270	10	4	[37, 37, 37, 37]	45	27	27.0	inf	415	0	0	0	0	[45.0, 27.0]	R-MAT	500	5	27	gexf
1896	cut	cap	first	R-MAT.500.10.27.gexf	500	4349	2	1	[62, 62, 62, 62]	104	86	86.0	inf	50	0	0	0	0	[104.0, 86.0]	R-MAT	500	10	27	gexf
1897	cut	cap	first	R-MAT.500.10.27.gexf	500	4349	3	2	[62, 62, 62, 62]	104	80	80.0	inf	220	0	0	0	0	[104.0, 80.0]	R-MAT	500	10	27	gexf
1898	cut	cap	first	R-MAT.500.10.27.gexf	500	4349	5	3	[62, 62, 62, 62]	104	72	72.0	inf	103	0	0	0	0	[104.0, 72.0]	R-MAT	500	10	27	gexf
1899	cut	cap	first	R-MAT.500.10.27.gexf	500	4349	10	4	[62, 62, 62, 62]	104	60	60.0	inf	190	0	0	0	0	[104.0, 60.0]	R-MAT	500	10	27	gexf
1900	cut	cap	first	R-MAT.500.10.27.gexf	500	4349	50	5	[62, 62, 62, 62]	104	12	12.0	inf	241	0	0	0	0	[104.0, 12.0]	R-MAT	500	10	27	gexf
1901	cut	cap	first	R-MAT.500.25.27.gexf	500	9618	2	1	[129, 129, 129, 129]	260	224	224.0	inf	25	0	0	0	0	[260.0, 224.0]	R-MAT	500	25	27	gexf
1902	cut	cap	first	R-MAT.500.25.27.gexf	500	9618	3	2	[129, 129, 129, 129]	260	212	212.0	inf	15	0	0	0	0	[260.0, 212.0]	R-MAT	500	25	27	gexf
1903	cut	cap	first	R-MAT.500.25.27.gexf	500	9618	5	3	[129, 129, 129, 129]	260	194	194.0	inf	26	0	0	0	0	[260.0, 194.0]	R-MAT	500	25	27	gexf
1904	cut	cap	first	R-MAT.500.25.27.gexf	500	9618	10	4	[129, 129, 129, 129]	260	174	174.0	inf	58	0	0	0	0	[260.0, 174.0]	R-MAT	500	25	27	gexf
1905	cut	cap	first	R-MAT.500.25.27.gexf	500	9618	50	5	[129, 129, 129, 129]	260	79	79.0	inf	112	0	0	0	0	[260.0, 79.0]	R-MAT	500	25	27	gexf
1906	cut	cap	first	R-MAT.500.5.28.gexf	500	2288	2	1	[26, 26, 26, 26]	45	28	28.0	inf	101	0	0	0	0	[45.0, 28.0]	R-MAT	500	5	28	gexf
1907	cut	cap	first	R-MAT.500.5.28.gexf	500	2288	3	2	[26, 26, 26, 26]	45	24	24.0	inf	143	0	0	0	0	[45.0, 24.0]	R-MAT	500	5	28	gexf
1908	cut	cap	first	R-MAT.500.5.28.gexf	500	2288	5	3	[26, 26, 26, 26]	45	21	21.0	inf	410	0	0	0	0	[45.0, 21.0]	R-MAT	500	5	28	gexf
1909	cut	cap	first	R-MAT.500.5.28.gexf	500	2288	10	4	[26, 26, 26, 26]	45	16	16.0	inf	428	0	0	0	0	[45.0, 16.0]	R-MAT	500	5	28	gexf
1911	cut	cap	first	R-MAT.500.10.28.gexf	500	4369	2	1	[61, 61, 61, 61]	104	82	82.0	inf	67	0	0	0	0	[104.0, 82.0]	R-MAT	500	10	28	gexf
1912	cut	cap	first	R-MAT.500.10.28.gexf	500	4369	3	2	[61, 61, 61, 61]	104	78	78.0	inf	80	0	0	0	0	[104.0, 78.0]	R-MAT	500	10	28	gexf
1913	cut	cap	first	R-MAT.500.10.28.gexf	500	4369	5	3	[61, 61, 61, 61]	104	71	71.0	inf	227	0	0	0	0	[104.0, 71.0]	R-MAT	500	10	28	gexf
1914	cut	cap	first	R-MAT.500.10.28.gexf	500	4369	10	4	[61, 61, 61, 61]	104	58	58.0	inf	224	0	0	0	0	[104.0, 58.0]	R-MAT	500	10	28	gexf
1915	cut	cap	first	R-MAT.500.10.28.gexf	500	4369	50	5	[61, 61, 61, 61]	104	11	11.0	inf	239	0	0	0	0	[104.0, 11.0]	R-MAT	500	10	28	gexf
1916	cut	cap	first	R-MAT.500.25.28.gexf	500	9619	2	1	[126, 126, 126, 126]	272	231	231.0	inf	11	0	0	0	0	[272.0, 231.0]	R-MAT	500	25	28	gexf
1917	cut	cap	first	R-MAT.500.25.28.gexf	500	9619	3	2	[126, 126, 126, 126]	272	221	221.0	inf	19	0	0	0	0	[272.0, 221.0]	R-MAT	500	25	28	gexf
1918	cut	cap	first	R-MAT.500.25.28.gexf	500	9619	5	3	[126, 126, 126, 126]	272	205	205.0	inf	31	0	0	0	0	[272.0, 205.0]	R-MAT	500	25	28	gexf
1919	cut	cap	first	R-MAT.500.25.28.gexf	500	9619	10	4	[126, 126, 126, 126]	272	177	177.0	inf	64	0	0	0	0	[272.0, 177.0]	R-MAT	500	25	28	gexf
1920	cut	cap	first	R-MAT.500.25.28.gexf	500	9619	50	5	[126, 126, 126, 126]	272	76	76.0	inf	83	0	0	0	0	[272.0, 76.0]	R-MAT	500	25	28	gexf
1921	cut	cap	first	R-MAT.500.5.29.gexf	500	2303	2	1	[36, 36, 36, 36]	50	39	39.0	inf	141	0	0	0	0	[50.0, 39.0]	R-MAT	500	5	29	gexf
1922	cut	cap	first	R-MAT.500.5.29.gexf	500	2303	3	2	[36, 36, 36, 36]	50	35	35.0	inf	411	0	0	0	0	[50.0, 35.0]	R-MAT	500	5	29	gexf
1923	cut	cap	first	R-MAT.500.5.29.gexf	500	2303	5	3	[36, 36, 36, 36]	50	31	31.0	inf	410	0	0	0	0	[50.0, 31.0]	R-MAT	500	5	29	gexf
1924	cut	cap	first	R-MAT.500.5.29.gexf	500	2303	10	4	[36, 36, 36, 36]	50	26	26.0	inf	405	0	0	0	0	[50.0, 26.0]	R-MAT	500	5	29	gexf
1926	cut	cap	first	R-MAT.500.10.29.gexf	500	4409	2	1	[74, 74, 74, 74]	103	87	87.0	inf	56	0	0	0	0	[103.0, 87.0]	R-MAT	500	10	29	gexf
1927	cut	cap	first	R-MAT.500.10.29.gexf	500	4409	3	2	[74, 74, 74, 74]	103	82	82.0	inf	65	0	0	0	0	[103.0, 82.0]	R-MAT	500	10	29	gexf
1928	cut	cap	first	R-MAT.500.10.29.gexf	500	4409	5	3	[74, 74, 74, 74]	103	78	78.0	inf	139	0	0	0	0	[103.0, 78.0]	R-MAT	500	10	29	gexf
1929	cut	cap	first	R-MAT.500.10.29.gexf	500	4409	10	4	[74, 74, 74, 74]	103	68	68.0	inf	161	0	0	0	0	[103.0, 68.0]	R-MAT	500	10	29	gexf
1930	cut	cap	first	R-MAT.500.10.29.gexf	500	4409	50	5	[74, 74, 74, 74]	103	24	24.0	inf	239	0	0	0	0	[103.0, 24.0]	R-MAT	500	10	29	gexf
1931	cut	cap	first	R-MAT.500.25.29.gexf	500	9808	2	1	[132, 132, 132, 132]	256	216	216.0	inf	14	0	0	0	0	[256.0, 216.0]	R-MAT	500	25	29	gexf
1932	cut	cap	first	R-MAT.500.25.29.gexf	500	9808	3	2	[132, 132, 132, 132]	256	206	206.0	inf	104	0	0	0	0	[256.0, 206.0]	R-MAT	500	25	29	gexf
1933	cut	cap	first	R-MAT.500.25.29.gexf	500	9808	5	3	[132, 132, 132, 132]	256	191	191.0	inf	26	0	0	0	0	[256.0, 191.0]	R-MAT	500	25	29	gexf
1934	cut	cap	first	R-MAT.500.25.29.gexf	500	9808	10	4	[132, 132, 132, 132]	256	168	168.0	inf	54	0	0	0	0	[256.0, 168.0]	R-MAT	500	25	29	gexf
1935	cut	cap	first	R-MAT.500.25.29.gexf	500	9808	50	5	[132, 132, 132, 132]	256	82	82.0	inf	110	0	0	0	0	[256.0, 82.0]	R-MAT	500	25	29	gexf
1936	cut	cap	first	R-MAT.500.5.30.gexf	500	2302	2	1	[27, 27, 27, 27]	38	29	29.0	inf	145	0	0	0	0	[38.0, 29.0]	R-MAT	500	5	30	gexf
1937	cut	cap	first	R-MAT.500.5.30.gexf	500	2302	3	2	[27, 27, 27, 27]	38	26	26.0	inf	254	0	0	0	0	[38.0, 26.0]	R-MAT	500	5	30	gexf
1938	cut	cap	first	R-MAT.500.5.30.gexf	500	2302	5	3	[27, 27, 27, 27]	38	22	22.0	inf	253	0	0	0	0	[38.0, 22.0]	R-MAT	500	5	30	gexf
1939	cut	cap	first	R-MAT.500.5.30.gexf	500	2302	10	4	[27, 27, 27, 27]	38	17	17.0	inf	416	0	0	0	0	[38.0, 17.0]	R-MAT	500	5	30	gexf
1941	cut	cap	first	R-MAT.500.10.30.gexf	500	4390	2	1	[78, 78, 78, 78]	115	106	106.0	inf	80	0	0	0	0	[115.0, 106.0]	R-MAT	500	10	30	gexf
1942	cut	cap	first	R-MAT.500.10.30.gexf	500	4390	3	2	[78, 78, 78, 78]	115	102	102.0	inf	119	0	0	0	0	[115.0, 102.0]	R-MAT	500	10	30	gexf
1943	cut	cap	first	R-MAT.500.10.30.gexf	500	4390	5	3	[78, 78, 78, 78]	115	96	96.0	inf	101	0	0	0	0	[115.0, 96.0]	R-MAT	500	10	30	gexf
1944	cut	cap	first	R-MAT.500.10.30.gexf	500	4390	10	4	[78, 78, 78, 78]	115	83	83.0	inf	171	0	0	0	0	[115.0, 83.0]	R-MAT	500	10	30	gexf
1945	cut	cap	first	R-MAT.500.10.30.gexf	500	4390	50	5	[78, 78, 78, 78]	115	28	28.0	inf	237	0	0	0	0	[115.0, 28.0]	R-MAT	500	10	30	gexf
1946	cut	cap	first	R-MAT.500.25.30.gexf	500	9654	2	1	[127, 127, 127, 127]	251	224	224.0	inf	19	0	0	0	0	[251.0, 224.0]	R-MAT	500	25	30	gexf
1947	cut	cap	first	R-MAT.500.25.30.gexf	500	9654	3	2	[127, 127, 127, 127]	251	214	214.0	inf	31	0	0	0	0	[251.0, 214.0]	R-MAT	500	25	30	gexf
1948	cut	cap	first	R-MAT.500.25.30.gexf	500	9654	5	3	[127, 127, 127, 127]	251	200	200.0	inf	31	0	0	0	0	[251.0, 200.0]	R-MAT	500	25	30	gexf
1949	cut	cap	first	R-MAT.500.25.30.gexf	500	9654	10	4	[127, 127, 127, 127]	251	174	174.0	inf	100	0	0	0	0	[251.0, 174.0]	R-MAT	500	25	30	gexf
1950	cut	cap	first	R-MAT.500.25.30.gexf	500	9654	50	5	[127, 127, 127, 127]	251	77	77.0	inf	112	0	0	0	0	[251.0, 77.0]	R-MAT	500	25	30	gexf
1951	cut	cap	first	R-MAT.500.5.31.gexf	500	2322	2	1	[34, 34, 34, 34]	45	36	36.0	inf	179	0	0	0	0	[45.0, 36.0]	R-MAT	500	5	31	gexf
1952	cut	cap	first	R-MAT.500.5.31.gexf	500	2322	3	2	[34, 34, 34, 34]	45	34	34.0	inf	246	0	0	0	0	[45.0, 34.0]	R-MAT	500	5	31	gexf
1953	cut	cap	first	R-MAT.500.5.31.gexf	500	2322	5	3	[34, 34, 34, 34]	45	30	30.0	inf	248	0	0	0	0	[45.0, 30.0]	R-MAT	500	5	31	gexf
1954	cut	cap	first	R-MAT.500.5.31.gexf	500	2322	10	4	[34, 34, 34, 34]	45	24	24.0	inf	410	0	0	0	0	[45.0, 24.0]	R-MAT	500	5	31	gexf
1956	cut	cap	first	R-MAT.500.10.31.gexf	500	4365	2	1	[64, 64, 64, 64]	107	90	90.0	inf	44	0	0	0	0	[107.0, 90.0]	R-MAT	500	10	31	gexf
1957	cut	cap	first	R-MAT.500.10.31.gexf	500	4365	3	2	[64, 64, 64, 64]	107	83	83.0	inf	224	0	0	0	0	[107.0, 83.0]	R-MAT	500	10	31	gexf
1958	cut	cap	first	R-MAT.500.10.31.gexf	500	4365	5	3	[64, 64, 64, 64]	107	75	75.0	inf	92	0	0	0	0	[107.0, 75.0]	R-MAT	500	10	31	gexf
1959	cut	cap	first	R-MAT.500.10.31.gexf	500	4365	10	4	[64, 64, 64, 64]	107	62	62.0	inf	139	0	0	0	0	[107.0, 62.0]	R-MAT	500	10	31	gexf
1960	cut	cap	first	R-MAT.500.10.31.gexf	500	4365	50	5	[64, 64, 64, 64]	107	14	14.0	inf	237	0	0	0	0	[107.0, 14.0]	R-MAT	500	10	31	gexf
1961	cut	cap	first	R-MAT.500.25.31.gexf	500	9693	2	1	[123, 123, 123, 123]	237	205	205.0	inf	15	0	0	0	0	[237.0, 205.0]	R-MAT	500	25	31	gexf
1962	cut	cap	first	R-MAT.500.25.31.gexf	500	9693	3	2	[123, 123, 123, 123]	237	197	197.0	inf	22	0	0	0	0	[237.0, 197.0]	R-MAT	500	25	31	gexf
1963	cut	cap	first	R-MAT.500.25.31.gexf	500	9693	5	3	[123, 123, 123, 123]	237	182	182.0	inf	49	0	0	0	0	[237.0, 182.0]	R-MAT	500	25	31	gexf
1964	cut	cap	first	R-MAT.500.25.31.gexf	500	9693	10	4	[123, 123, 123, 123]	237	161	161.0	inf	67	0	0	0	0	[237.0, 161.0]	R-MAT	500	25	31	gexf
1965	cut	cap	first	R-MAT.500.25.31.gexf	500	9693	50	5	[123, 123, 123, 123]	237	73	73.0	inf	109	0	0	0	0	[237.0, 73.0]	R-MAT	500	25	31	gexf
1966	cut	cap	first	R-MAT.500.5.32.gexf	500	2329	2	1	[34, 34, 34, 34]	48	36	36.0	inf	140	0	0	0	0	[48.0, 36.0]	R-MAT	500	5	32	gexf
1967	cut	cap	first	R-MAT.500.5.32.gexf	500	2329	3	2	[34, 34, 34, 34]	48	33	33.0	inf	182	0	0	0	0	[48.0, 33.0]	R-MAT	500	5	32	gexf
1968	cut	cap	first	R-MAT.500.5.32.gexf	500	2329	5	3	[34, 34, 34, 34]	48	29	29.0	inf	251	0	0	0	0	[48.0, 29.0]	R-MAT	500	5	32	gexf
1969	cut	cap	first	R-MAT.500.5.32.gexf	500	2329	10	4	[34, 34, 34, 34]	48	24	24.0	inf	412	0	0	0	0	[48.0, 24.0]	R-MAT	500	5	32	gexf
1971	cut	cap	first	R-MAT.500.10.32.gexf	500	4361	2	1	[64, 64, 64, 64]	119	96	96.0	inf	36	0	0	0	0	[119.0, 96.0]	R-MAT	500	10	32	gexf
1972	cut	cap	first	R-MAT.500.10.32.gexf	500	4361	3	2	[64, 64, 64, 64]	119	89	89.0	inf	220	0	0	0	0	[119.0, 89.0]	R-MAT	500	10	32	gexf
1973	cut	cap	first	R-MAT.500.10.32.gexf	500	4361	5	3	[64, 64, 64, 64]	119	79	79.0	inf	142	0	0	0	0	[119.0, 79.0]	R-MAT	500	10	32	gexf
1974	cut	cap	first	R-MAT.500.10.32.gexf	500	4361	10	4	[64, 64, 64, 64]	119	63	63.0	inf	139	0	0	0	0	[119.0, 63.0]	R-MAT	500	10	32	gexf
1975	cut	cap	first	R-MAT.500.10.32.gexf	500	4361	50	5	[64, 64, 64, 64]	119	14	14.0	inf	238	0	0	0	0	[119.0, 14.0]	R-MAT	500	10	32	gexf
1976	cut	cap	first	R-MAT.500.25.32.gexf	500	9660	2	1	[125, 125, 125, 125]	252	214	214.0	inf	13	0	0	0	0	[252.0, 214.0]	R-MAT	500	25	32	gexf
1977	cut	cap	first	R-MAT.500.25.32.gexf	500	9660	3	2	[125, 125, 125, 125]	252	201	201.0	inf	14	0	0	0	0	[252.0, 201.0]	R-MAT	500	25	32	gexf
1978	cut	cap	first	R-MAT.500.25.32.gexf	500	9660	5	3	[125, 125, 125, 125]	252	183	183.0	inf	41	0	0	0	0	[252.0, 183.0]	R-MAT	500	25	32	gexf
1979	cut	cap	first	R-MAT.500.25.32.gexf	500	9660	10	4	[125, 125, 125, 125]	252	153	153.0	inf	56	0	0	0	0	[252.0, 153.0]	R-MAT	500	25	32	gexf
1980	cut	cap	first	R-MAT.500.25.32.gexf	500	9660	50	5	[125, 125, 125, 125]	252	75	75.0	inf	112	0	0	0	0	[252.0, 75.0]	R-MAT	500	25	32	gexf
1981	cut	cap	first	R-MAT.500.5.33.gexf	500	2314	2	1	[47, 47, 47, 47]	64	53	53.0	inf	141	0	0	0	0	[64.0, 53.0]	R-MAT	500	5	33	gexf
1982	cut	cap	first	R-MAT.500.5.33.gexf	500	2314	3	2	[47, 47, 47, 47]	64	49	49.0	inf	201	0	0	0	0	[64.0, 49.0]	R-MAT	500	5	33	gexf
1983	cut	cap	first	R-MAT.500.5.33.gexf	500	2314	5	3	[47, 47, 47, 47]	64	45	45.0	inf	294	0	0	0	0	[64.0, 45.0]	R-MAT	500	5	33	gexf
1984	cut	cap	first	R-MAT.500.5.33.gexf	500	2314	10	4	[47, 47, 47, 47]	64	37	37.0	inf	405	0	0	0	0	[64.0, 37.0]	R-MAT	500	5	33	gexf
1986	cut	cap	first	R-MAT.500.10.33.gexf	500	4357	2	1	[71, 71, 71, 71]	121	98	98.0	inf	44	0	0	0	0	[121.0, 98.0]	R-MAT	500	10	33	gexf
1987	cut	cap	first	R-MAT.500.10.33.gexf	500	4357	3	2	[71, 71, 71, 71]	121	94	94.0	inf	82	0	0	0	0	[121.0, 94.0]	R-MAT	500	10	33	gexf
1988	cut	cap	first	R-MAT.500.10.33.gexf	500	4357	5	3	[71, 71, 71, 71]	121	86	86.0	inf	121	0	0	0	0	[121.0, 86.0]	R-MAT	500	10	33	gexf
1989	cut	cap	first	R-MAT.500.10.33.gexf	500	4357	10	4	[71, 71, 71, 71]	121	71	71.0	inf	113	0	0	0	0	[121.0, 71.0]	R-MAT	500	10	33	gexf
1990	cut	cap	first	R-MAT.500.10.33.gexf	500	4357	50	5	[71, 71, 71, 71]	121	21	21.0	inf	239	0	0	0	0	[121.0, 21.0]	R-MAT	500	10	33	gexf
1991	cut	cap	first	R-MAT.500.25.33.gexf	500	9711	2	1	[143, 143, 143, 143]	278	244	244.0	inf	26	0	0	0	0	[278.0, 244.0]	R-MAT	500	25	33	gexf
1992	cut	cap	first	R-MAT.500.25.33.gexf	500	9711	3	2	[143, 143, 143, 143]	278	234	234.0	inf	25	0	0	0	0	[278.0, 234.0]	R-MAT	500	25	33	gexf
1993	cut	cap	first	R-MAT.500.25.33.gexf	500	9711	5	3	[143, 143, 143, 143]	278	218	218.0	inf	65	0	0	0	0	[278.0, 218.0]	R-MAT	500	25	33	gexf
1994	cut	cap	first	R-MAT.500.25.33.gexf	500	9711	10	4	[143, 143, 143, 143]	278	193	193.0	inf	109	0	0	0	0	[278.0, 193.0]	R-MAT	500	25	33	gexf
1995	cut	cap	first	R-MAT.500.25.33.gexf	500	9711	50	5	[143, 143, 143, 143]	278	93	93.0	inf	110	0	0	0	0	[278.0, 93.0]	R-MAT	500	25	33	gexf
1996	cut	cap	first	R-MAT.500.5.34.gexf	500	2290	2	1	[34, 34, 34, 34]	52	40	40.0	inf	143	0	0	0	0	[52.0, 40.0]	R-MAT	500	5	34	gexf
1997	cut	cap	first	R-MAT.500.5.34.gexf	500	2290	3	2	[34, 34, 34, 34]	52	37	37.0	inf	405	0	0	0	0	[52.0, 37.0]	R-MAT	500	5	34	gexf
1998	cut	cap	first	R-MAT.500.5.34.gexf	500	2290	5	3	[34, 34, 34, 34]	52	33	33.0	inf	252	0	0	0	0	[52.0, 33.0]	R-MAT	500	5	34	gexf
1999	cut	cap	first	R-MAT.500.5.34.gexf	500	2290	10	4	[34, 34, 34, 34]	52	24	24.0	inf	406	0	0	0	0	[52.0, 24.0]	R-MAT	500	5	34	gexf
2001	cut	cap	first	R-MAT.500.10.34.gexf	500	4398	2	1	[69, 69, 69, 69]	99	79	79.0	inf	56	0	0	0	0	[99.0, 79.0]	R-MAT	500	10	34	gexf
2002	cut	cap	first	R-MAT.500.10.34.gexf	500	4398	3	2	[69, 69, 69, 69]	99	74	74.0	inf	222	0	0	0	0	[99.0, 74.0]	R-MAT	500	10	34	gexf
2003	cut	cap	first	R-MAT.500.10.34.gexf	500	4398	5	3	[69, 69, 69, 69]	99	70	70.0	inf	140	0	0	0	0	[99.0, 70.0]	R-MAT	500	10	34	gexf
2004	cut	cap	first	R-MAT.500.10.34.gexf	500	4398	10	4	[69, 69, 69, 69]	99	60	60.0	inf	160	0	0	0	0	[99.0, 60.0]	R-MAT	500	10	34	gexf
2005	cut	cap	first	R-MAT.500.10.34.gexf	500	4398	50	5	[69, 69, 69, 69]	99	19	19.0	inf	237	0	0	0	0	[99.0, 19.0]	R-MAT	500	10	34	gexf
2006	cut	cap	first	R-MAT.500.25.34.gexf	500	9628	2	1	[134, 134, 134, 134]	277	228	228.0	inf	10	0	0	0	0	[277.0, 228.0]	R-MAT	500	25	34	gexf
2007	cut	cap	first	R-MAT.500.25.34.gexf	500	9628	3	2	[134, 134, 134, 134]	277	219	219.0	inf	106	0	0	0	0	[277.0, 219.0]	R-MAT	500	25	34	gexf
2008	cut	cap	first	R-MAT.500.25.34.gexf	500	9628	5	3	[134, 134, 134, 134]	277	204	204.0	inf	64	0	0	0	0	[277.0, 204.0]	R-MAT	500	25	34	gexf
2009	cut	cap	first	R-MAT.500.25.34.gexf	500	9628	10	4	[134, 134, 134, 134]	277	180	180.0	inf	48	0	0	0	0	[277.0, 180.0]	R-MAT	500	25	34	gexf
2010	cut	cap	first	R-MAT.500.25.34.gexf	500	9628	50	5	[134, 134, 134, 134]	277	84	84.0	inf	111	0	0	0	0	[277.0, 84.0]	R-MAT	500	25	34	gexf
2011	cut	cap	first	R-MAT.500.5.35.gexf	500	2345	2	1	[32, 32, 32, 32]	40	33	33.0	inf	183	0	0	0	0	[40.0, 33.0]	R-MAT	500	5	35	gexf
2012	cut	cap	first	R-MAT.500.5.35.gexf	500	2345	3	2	[32, 32, 32, 32]	40	31	31.0	inf	247	0	0	0	0	[40.0, 31.0]	R-MAT	500	5	35	gexf
2013	cut	cap	first	R-MAT.500.5.35.gexf	500	2345	5	3	[32, 32, 32, 32]	40	27	27.0	inf	250	0	0	0	0	[40.0, 27.0]	R-MAT	500	5	35	gexf
2014	cut	cap	first	R-MAT.500.5.35.gexf	500	2345	10	4	[32, 32, 32, 32]	40	22	22.0	inf	410	0	0	0	0	[40.0, 22.0]	R-MAT	500	5	35	gexf
2016	cut	cap	first	R-MAT.500.10.35.gexf	500	4386	2	1	[73, 73, 73, 73]	123	106	106.0	inf	43	0	0	0	0	[123.0, 106.0]	R-MAT	500	10	35	gexf
2017	cut	cap	first	R-MAT.500.10.35.gexf	500	4386	3	2	[73, 73, 73, 73]	123	101	101.0	inf	80	0	0	0	0	[123.0, 101.0]	R-MAT	500	10	35	gexf
2018	cut	cap	first	R-MAT.500.10.35.gexf	500	4386	5	3	[73, 73, 73, 73]	123	92	92.0	inf	221	0	0	0	0	[123.0, 92.0]	R-MAT	500	10	35	gexf
2019	cut	cap	first	R-MAT.500.10.35.gexf	500	4386	10	4	[73, 73, 73, 73]	123	76	76.0	inf	117	0	0	0	0	[123.0, 76.0]	R-MAT	500	10	35	gexf
2020	cut	cap	first	R-MAT.500.10.35.gexf	500	4386	50	5	[73, 73, 73, 73]	123	23	23.0	inf	237	0	0	0	0	[123.0, 23.0]	R-MAT	500	10	35	gexf
2021	cut	cap	first	R-MAT.500.25.35.gexf	500	9688	2	1	[125, 125, 125, 125]	254	212	212.0	inf	15	0	0	0	0	[254.0, 212.0]	R-MAT	500	25	35	gexf
2022	cut	cap	first	R-MAT.500.25.35.gexf	500	9688	3	2	[125, 125, 125, 125]	254	200	200.0	inf	18	0	0	0	0	[254.0, 200.0]	R-MAT	500	25	35	gexf
2023	cut	cap	first	R-MAT.500.25.35.gexf	500	9688	5	3	[125, 125, 125, 125]	254	178	178.0	inf	31	0	0	0	0	[254.0, 178.0]	R-MAT	500	25	35	gexf
2024	cut	cap	first	R-MAT.500.25.35.gexf	500	9688	10	4	[125, 125, 125, 125]	254	150	150.0	inf	56	0	0	0	0	[254.0, 150.0]	R-MAT	500	25	35	gexf
