construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	multiple	ex	k.4	mem	constant	best
1176	cut	cap	first	R-MAT.100.10.29.gexf	100	714	2	1	[26, 26, 26, 26]	43	34	34.0	inf	1233	0	0	0	0	[43.0, 34.0]	R-MAT	100	10	29	gexf	43	1.26470588235294	0.5
1177	cut	cap	first	R-MAT.100.10.29.gexf	100	714	3	2	[26, 26, 26, 26]	43	31	31.0	inf	835	0	0	0	0	[43.0, 31.0]	R-MAT	100	10	29	gexf	43	1.38709677419355	0.5
1178	cut	cap	first	R-MAT.100.10.29.gexf	100	714	5	3	[26, 26, 26, 26]	43	26	26.0	inf	884	0	0	0	0	[43.0, 26.0]	R-MAT	100	10	29	gexf	43	1.65384615384615	0.5
1179	cut	cap	first	R-MAT.100.10.29.gexf	100	714	10	4	[26, 26, 26, 26]	43	16	17.0	16.0	1018	1	0	0	0	[43.0, 17.0, 16.0]	R-MAT	100	10	29	gexf	40.7	2.54375	0.5
1181	cut	cap	first	R-MAT.100.25.29.gexf	100	1418	2	1	[39, 39, 39, 39]	110	94	94.0	inf	260	0	0	0	0	[110.0, 94.0]	R-MAT	100	25	29	gexf	110	1.17021276595745	0.5
1182	cut	cap	first	R-MAT.100.25.29.gexf	100	1418	3	2	[39, 39, 39, 39]	110	89	89.0	inf	217	0	0	0	0	[110.0, 89.0]	R-MAT	100	25	29	gexf	110	1.23595505617978	0.5
1183	cut	cap	first	R-MAT.100.25.29.gexf	100	1418	5	3	[39, 39, 39, 39]	110	79	79.0	inf	285	0	0	0	0	[110.0, 79.0]	R-MAT	100	25	29	gexf	110	1.39240506329114	0.5
1184	cut	cap	first	R-MAT.100.25.29.gexf	100	1418	10	4	[39, 39, 39, 39]	110	56	56.0	inf	313	0	0	0	0	[110.0, 56.0]	R-MAT	100	25	29	gexf	110	1.96428571428571	0
1186	cut	cap	first	R-MAT.100.5.30.gexf	100	407	2	1	[12, 12, 12, 12]	15	11	11.0	inf	1737	0	0	0	0	[15.0, 11.0]	R-MAT	100	5	30	gexf	15	1.36363636363636	0.5
1187	cut	cap	first	R-MAT.100.5.30.gexf	100	407	3	2	[12, 12, 12, 12]	15	9	9.0	inf	1671	0	0	0	0	[15.0, 9.0]	R-MAT	100	5	30	gexf	15	1.66666666666667	0.5
1188	cut	cap	first	R-MAT.100.5.30.gexf	100	407	5	3	[12, 12, 12, 12]	15	7	7.0	inf	2472	0	0	0	0	[15.0, 7.0]	R-MAT	100	5	30	gexf	15	2.14285714285714	0.5
1189	cut	cap	first	R-MAT.100.5.30.gexf	100	407	10	4	[12, 12, 12, 12]	15	2	2.0	inf	2614	0	0	0	0	[15.0, 2.0]	R-MAT	100	5	30	gexf	12.375	6.1875	0.5
1191	cut	cap	first	R-MAT.100.10.30.gexf	100	751	2	1	[22, 22, 22, 22]	38	30	30.0	inf	457	0	0	0	0	[38.0, 30.0]	R-MAT	100	10	30	gexf	38	1.26666666666667	0.5
1192	cut	cap	first	R-MAT.100.10.30.gexf	100	751	3	2	[22, 22, 22, 22]	38	27	27.0	inf	592	0	0	0	0	[38.0, 27.0]	R-MAT	100	10	30	gexf	38	1.40740740740741	0.5
1193	cut	cap	first	R-MAT.100.10.30.gexf	100	751	5	3	[22, 22, 22, 22]	38	22	23.0	22.0	1269	1	0	0	0	[38.0, 23.0, 22.0]	R-MAT	100	10	30	gexf	38	1.72727272727273	0.5
1194	cut	cap	first	R-MAT.100.10.30.gexf	100	751	10	4	[22, 22, 22, 22]	38	12	14.0	12.0	992	1	0	0	0	[38.0, 14.0, 12.0]	R-MAT	100	10	30	gexf	36.6666666666667	3.05555555555556	0.5
1196	cut	cap	first	R-MAT.100.25.30.gexf	100	1387	2	1	[43, 43, 43, 43]	131	104	104.0	inf	123	0	0	0	0	[131.0, 104.0]	R-MAT	100	25	30	gexf	131	1.25961538461538	0.5
1197	cut	cap	first	R-MAT.100.25.30.gexf	100	1387	3	2	[43, 43, 43, 43]	131	95	95.0	inf	131	0	0	0	0	[131.0, 95.0]	R-MAT	100	25	30	gexf	131	1.37894736842105	0.5
1198	cut	cap	first	R-MAT.100.25.30.gexf	100	1387	5	3	[43, 43, 43, 43]	131	81	81.0	inf	270	0	0	0	0	[131.0, 81.0]	R-MAT	100	25	30	gexf	131	1.61728395061728	0.5
1199	cut	cap	first	R-MAT.100.25.30.gexf	100	1387	10	4	[43, 43, 43, 43]	131	58	58.0	inf	724	0	0	0	0	[131.0, 58.0]	R-MAT	100	25	30	gexf	126.5	2.18103448275862	0.5
1201	cut	cap	first	R-MAT.100.5.31.gexf	100	416	2	1	[12, 12, 12, 12]	16	12	12.0	inf	1391	0	0	0	0	[16.0, 12.0]	R-MAT	100	5	31	gexf	16	1.33333333333333	0.5
1202	cut	cap	first	R-MAT.100.5.31.gexf	100	416	3	2	[12, 12, 12, 12]	16	10	10.0	inf	1437	0	0	0	0	[16.0, 10.0]	R-MAT	100	5	31	gexf	16	1.6	0.5
1203	cut	cap	first	R-MAT.100.5.31.gexf	100	416	5	3	[12, 12, 12, 12]	16	7	8.0	7.0	2420	1	0	0	0	[16.0, 8.0, 7.0]	R-MAT	100	5	31	gexf	16	2.28571428571429	0.5
1204	cut	cap	first	R-MAT.100.5.31.gexf	100	416	10	4	[12, 12, 12, 12]	16	2	3.0	2.0	2509	1	0	0	0	[16.0, 3.0, 2.0]	R-MAT	100	5	31	gexf	12.5714285714286	6.28571428571428	0.5
1206	cut	cap	first	R-MAT.100.10.31.gexf	100	730	2	1	[20, 20, 20, 20]	39	29	29.0	inf	486	0	0	0	0	[39.0, 29.0]	R-MAT	100	10	31	gexf	39	1.3448275862069	0.5
1207	cut	cap	first	R-MAT.100.10.31.gexf	100	730	3	2	[20, 20, 20, 20]	39	25	25.0	inf	490	0	0	0	0	[39.0, 25.0]	R-MAT	100	10	31	gexf	39	1.56	0.5
1208	cut	cap	first	R-MAT.100.10.31.gexf	100	730	5	3	[20, 20, 20, 20]	39	20	20.0	inf	860	0	0	0	0	[39.0, 20.0]	R-MAT	100	10	31	gexf	39	1.95	0.5
1209	cut	cap	first	R-MAT.100.10.31.gexf	100	730	10	4	[20, 20, 20, 20]	39	10	11.0	10.0	1200	1	0	0	0	[39.0, 11.0, 10.0]	R-MAT	100	10	31	gexf	34.375	3.4375	0.5
1211	cut	cap	first	R-MAT.100.25.31.gexf	100	1385	2	1	[45, 45, 45, 45]	117	95	95.0	inf	329	0	0	0	0	[117.0, 95.0]	R-MAT	100	25	31	gexf	117	1.23157894736842	0.5
1212	cut	cap	first	R-MAT.100.25.31.gexf	100	1385	3	2	[45, 45, 45, 45]	117	87	87.0	inf	211	0	0	0	0	[117.0, 87.0]	R-MAT	100	25	31	gexf	117	1.3448275862069	0.5
1213	cut	cap	first	R-MAT.100.25.31.gexf	100	1385	5	3	[45, 45, 45, 45]	117	76	76.0	inf	283	0	0	0	0	[117.0, 76.0]	R-MAT	100	25	31	gexf	117	1.53947368421053	0.5
1214	cut	cap	first	R-MAT.100.25.31.gexf	100	1385	10	4	[45, 45, 45, 45]	117	59	59.0	inf	493	0	0	0	0	[117.0, 59.0]	R-MAT	100	25	31	gexf	113.3	1.92033898305085	0.5
1216	cut	cap	first	R-MAT.100.5.32.gexf	100	420	2	1	[18, 18, 18, 18]	22	18	18.0	inf	1295	0	0	0	0	[22.0, 18.0]	R-MAT	100	5	32	gexf	22	1.22222222222222	0.5
1217	cut	cap	first	R-MAT.100.5.32.gexf	100	420	3	2	[18, 18, 18, 18]	22	17	17.0	inf	2002	0	0	0	0	[22.0, 17.0]	R-MAT	100	5	32	gexf	22	1.29411764705882	0
1218	cut	cap	first	R-MAT.100.5.32.gexf	100	420	5	3	[18, 18, 18, 18]	22	15	15.0	inf	2001	0	0	0	0	[22.0, 15.0]	R-MAT	100	5	32	gexf	22	1.46666666666667	0
1219	cut	cap	first	R-MAT.100.5.32.gexf	100	420	10	4	[18, 18, 18, 18]	22	10	10.0	inf	2146	0	0	0	0	[22.0, 10.0]	R-MAT	100	5	32	gexf	22	2.2	0
1221	cut	cap	first	R-MAT.100.10.32.gexf	100	747	2	1	[24, 24, 24, 24]	36	30	30.0	inf	595	0	0	0	0	[36.0, 30.0]	R-MAT	100	10	32	gexf	36	1.2	0.5
1222	cut	cap	first	R-MAT.100.10.32.gexf	100	747	3	2	[24, 24, 24, 24]	36	27	27.0	inf	674	0	0	0	0	[36.0, 27.0]	R-MAT	100	10	32	gexf	36	1.33333333333333	0.5
1223	cut	cap	first	R-MAT.100.10.32.gexf	100	747	5	3	[24, 24, 24, 24]	36	21	21.0	inf	760	0	0	0	0	[36.0, 21.0]	R-MAT	100	10	32	gexf	36	1.71428571428571	0.5
1224	cut	cap	first	R-MAT.100.10.32.gexf	100	747	10	4	[24, 24, 24, 24]	36	15	15.0	inf	1460	0	0	0	0	[36.0, 15.0]	R-MAT	100	10	32	gexf	36	2.4	0
1226	cut	cap	first	R-MAT.100.25.32.gexf	100	1405	2	1	[31, 31, 31, 31]	83	64	64.0	inf	154	0	0	0	0	[83.0, 64.0]	R-MAT	100	25	32	gexf	83	1.296875	0.5
1227	cut	cap	first	R-MAT.100.25.32.gexf	100	1405	3	2	[31, 31, 31, 31]	83	57	57.0	inf	198	0	0	0	0	[83.0, 57.0]	R-MAT	100	25	32	gexf	83	1.45614035087719	0.5
1228	cut	cap	first	R-MAT.100.25.32.gexf	100	1405	5	3	[31, 31, 31, 31]	83	45	45.0	inf	265	0	0	0	0	[83.0, 45.0]	R-MAT	100	25	32	gexf	83	1.84444444444444	0.5
1229	cut	cap	first	R-MAT.100.25.32.gexf	100	1405	10	4	[31, 31, 31, 31]	83	30	30.0	inf	517	0	0	0	0	[83.0, 30.0]	R-MAT	100	25	32	gexf	78.2222222222222	2.60740740740741	0.5
1231	cut	cap	first	R-MAT.100.5.33.gexf	100	411	2	1	[15, 15, 15, 15]	20	14	14.0	inf	1759	0	0	0	0	[20.0, 14.0]	R-MAT	100	5	33	gexf	20	1.42857142857143	0.5
1232	cut	cap	first	R-MAT.100.5.33.gexf	100	411	3	2	[15, 15, 15, 15]	20	12	12.0	inf	2308	0	0	0	0	[20.0, 12.0]	R-MAT	100	5	33	gexf	20	1.66666666666667	0.5
1233	cut	cap	first	R-MAT.100.5.33.gexf	100	411	5	3	[15, 15, 15, 15]	20	10	10.0	inf	2378	0	0	0	0	[20.0, 10.0]	R-MAT	100	5	33	gexf	20	2	0.5
1234	cut	cap	first	R-MAT.100.5.33.gexf	100	411	10	4	[15, 15, 15, 15]	20	5	5.0	inf	2456	0	0	0	0	[20.0, 5.0]	R-MAT	100	5	33	gexf	16.5	3.3	0.5
1236	cut	cap	first	R-MAT.100.10.33.gexf	100	722	2	1	[23, 23, 23, 23]	40	33	33.0	inf	619	0	0	0	0	[40.0, 33.0]	R-MAT	100	10	33	gexf	40	1.21212121212121	0.5
1237	cut	cap	first	R-MAT.100.10.33.gexf	100	722	3	2	[23, 23, 23, 23]	40	30	30.0	inf	843	0	0	0	0	[40.0, 30.0]	R-MAT	100	10	33	gexf	40	1.33333333333333	0.5
1238	cut	cap	first	R-MAT.100.10.33.gexf	100	722	5	3	[23, 23, 23, 23]	40	25	25.0	inf	1370	0	0	0	0	[40.0, 25.0]	R-MAT	100	10	33	gexf	40	1.6	0.5
1239	cut	cap	first	R-MAT.100.10.33.gexf	100	722	10	4	[23, 23, 23, 23]	40	15	15.0	inf	986	0	0	0	0	[40.0, 15.0]	R-MAT	100	10	33	gexf	39.6	2.64	0.5
1241	cut	cap	first	R-MAT.100.25.33.gexf	100	1413	2	1	[39, 39, 39, 39]	98	78	78.0	inf	193	0	0	0	0	[98.0, 78.0]	R-MAT	100	25	33	gexf	98	1.25641025641026	0.5
1242	cut	cap	first	R-MAT.100.25.33.gexf	100	1413	3	2	[39, 39, 39, 39]	98	73	73.0	inf	712	0	0	0	0	[98.0, 73.0]	R-MAT	100	25	33	gexf	98	1.34246575342466	0.5
1243	cut	cap	first	R-MAT.100.25.33.gexf	100	1413	5	3	[39, 39, 39, 39]	98	65	65.0	inf	311	0	0	0	0	[98.0, 65.0]	R-MAT	100	25	33	gexf	98	1.50769230769231	0.5
1244	cut	cap	first	R-MAT.100.25.33.gexf	100	1413	10	4	[39, 39, 39, 39]	98	47	47.0	inf	756	0	0	0	0	[98.0, 47.0]	R-MAT	100	25	33	gexf	94.6	2.01276595744681	0.5
1246	cut	cap	first	R-MAT.100.5.34.gexf	100	415	2	1	[12, 12, 12, 12]	17	12	12.0	inf	2258	0	0	0	0	[17.0, 12.0]	R-MAT	100	5	34	gexf	17	1.41666666666667	0.5
1247	cut	cap	first	R-MAT.100.5.34.gexf	100	415	3	2	[12, 12, 12, 12]	17	10	10.0	inf	1741	0	0	0	0	[17.0, 10.0]	R-MAT	100	5	34	gexf	17	1.7	0.5
1248	cut	cap	first	R-MAT.100.5.34.gexf	100	415	5	3	[12, 12, 12, 12]	17	7	7.0	inf	2360	0	0	0	0	[17.0, 7.0]	R-MAT	100	5	34	gexf	16.8	2.4	0.5
1249	cut	cap	first	R-MAT.100.5.34.gexf	100	415	10	4	[12, 12, 12, 12]	17	2	2.0	inf	2510	0	0	0	0	[17.0, 2.0]	R-MAT	100	5	34	gexf	12.5714285714286	6.28571428571429	0.5
1251	cut	cap	first	R-MAT.100.10.34.gexf	100	719	2	1	[29, 29, 29, 29]	58	48	48.0	inf	562	0	0	0	0	[58.0, 48.0]	R-MAT	100	10	34	gexf	58	1.20833333333333	0.5
1252	cut	cap	first	R-MAT.100.10.34.gexf	100	719	3	2	[29, 29, 29, 29]	58	44	44.0	inf	562	0	0	0	0	[58.0, 44.0]	R-MAT	100	10	34	gexf	58	1.31818181818182	0.5
1253	cut	cap	first	R-MAT.100.10.34.gexf	100	719	5	3	[29, 29, 29, 29]	58	37	37.0	inf	592	0	0	0	0	[58.0, 37.0]	R-MAT	100	10	34	gexf	58	1.56756756756757	0.5
1254	cut	cap	first	R-MAT.100.10.34.gexf	100	719	10	4	[29, 29, 29, 29]	58	23	23.0	inf	867	0	0	0	0	[58.0, 23.0]	R-MAT	100	10	34	gexf	58	2.52173913043478	0.5
1256	cut	cap	first	R-MAT.100.25.34.gexf	100	1382	2	1	[33, 33, 33, 33]	98	78	78.0	inf	185	0	0	0	0	[98.0, 78.0]	R-MAT	100	25	34	gexf	98	1.25641025641026	0.5
1257	cut	cap	first	R-MAT.100.25.34.gexf	100	1382	3	2	[33, 33, 33, 33]	98	70	70.0	inf	168	0	0	0	0	[98.0, 70.0]	R-MAT	100	25	34	gexf	98	1.4	0.5
1258	cut	cap	first	R-MAT.100.25.34.gexf	100	1382	5	3	[33, 33, 33, 33]	98	57	57.0	inf	196	0	0	0	0	[98.0, 57.0]	R-MAT	100	25	34	gexf	98	1.71929824561404	0.5
1259	cut	cap	first	R-MAT.100.25.34.gexf	100	1382	10	4	[33, 33, 33, 33]	98	36	36.0	inf	370	0	0	0	0	[98.0, 36.0]	R-MAT	100	25	34	gexf	95.3333333333333	2.64814814814815	0
1261	cut	cap	first	R-MAT.100.5.35.gexf	100	423	2	1	[17, 17, 17, 17]	24	17	18.0	17.0	795	1	0	0	0	[24.0, 18.0, 17.0]	R-MAT	100	5	35	gexf	24	1.41176470588235	0.5
1262	cut	cap	first	R-MAT.100.5.35.gexf	100	423	3	2	[17, 17, 17, 17]	24	16	16.0	inf	1317	0	0	0	0	[24.0, 16.0]	R-MAT	100	5	35	gexf	24	1.5	0
1263	cut	cap	first	R-MAT.100.5.35.gexf	100	423	5	3	[17, 17, 17, 17]	24	14	14.0	inf	2169	0	0	0	0	[24.0, 14.0]	R-MAT	100	5	35	gexf	24	1.71428571428571	0
1264	cut	cap	first	R-MAT.100.5.35.gexf	100	423	10	4	[17, 17, 17, 17]	24	9	9.0	inf	2271	0	0	0	0	[24.0, 9.0]	R-MAT	100	5	35	gexf	20.4285714285714	2.26984126984127	0
1266	cut	cap	first	R-MAT.100.10.35.gexf	100	734	2	1	[27, 27, 27, 27]	51	38	38.0	inf	327	0	0	0	0	[51.0, 38.0]	R-MAT	100	10	35	gexf	51	1.34210526315789	0.5
1267	cut	cap	first	R-MAT.100.10.35.gexf	100	734	3	2	[27, 27, 27, 27]	51	32	32.0	inf	339	0	0	0	0	[51.0, 32.0]	R-MAT	100	10	35	gexf	51	1.59375	0.5
1268	cut	cap	first	R-MAT.100.10.35.gexf	100	734	5	3	[27, 27, 27, 27]	51	27	27.0	inf	1254	0	0	0	0	[51.0, 27.0]	R-MAT	100	10	35	gexf	51	1.88888888888889	0.5
1269	cut	cap	first	R-MAT.100.10.35.gexf	100	734	10	4	[27, 27, 27, 27]	51	17	17.0	inf	896	0	0	0	0	[51.0, 17.0]	R-MAT	100	10	35	gexf	44	2.58823529411765	0.5
1271	cut	cap	first	R-MAT.100.25.35.gexf	100	1416	2	1	[37, 37, 37, 37]	114	95	95.0	inf	142	0	0	0	0	[114.0, 95.0]	R-MAT	100	25	35	gexf	114	1.2	0.5
1272	cut	cap	first	R-MAT.100.25.35.gexf	100	1416	3	2	[37, 37, 37, 37]	114	87	87.0	inf	699	0	0	0	0	[114.0, 87.0]	R-MAT	100	25	35	gexf	114	1.31034482758621	0.5
1273	cut	cap	first	R-MAT.100.25.35.gexf	100	1416	5	3	[37, 37, 37, 37]	114	72	72.0	inf	162	0	0	0	0	[114.0, 72.0]	R-MAT	100	25	35	gexf	114	1.58333333333333	0.5
1274	cut	cap	first	R-MAT.100.25.35.gexf	100	1416	10	4	[37, 37, 37, 37]	114	50	50.0	inf	353	0	0	0	0	[114.0, 50.0]	R-MAT	100	25	35	gexf	114	2.28	0.5
1276	cut	cap	first	R-MAT.100.5.36.gexf	100	414	2	1	[16, 16, 16, 16]	20	15	15.0	inf	1355	0	0	0	0	[20.0, 15.0]	R-MAT	100	5	36	gexf	20	1.33333333333333	0.5
1277	cut	cap	first	R-MAT.100.5.36.gexf	100	414	3	2	[16, 16, 16, 16]	20	13	13.0	inf	1386	0	0	0	0	[20.0, 13.0]	R-MAT	100	5	36	gexf	20	1.53846153846154	0.5
1278	cut	cap	first	R-MAT.100.5.36.gexf	100	414	5	3	[16, 16, 16, 16]	20	11	11.0	inf	2222	0	0	0	0	[20.0, 11.0]	R-MAT	100	5	36	gexf	20	1.81818181818182	0.5
1279	cut	cap	first	R-MAT.100.5.36.gexf	100	414	10	4	[16, 16, 16, 16]	20	6	6.0	inf	2350	0	0	0	0	[20.0, 6.0]	R-MAT	100	5	36	gexf	17.875	2.97916666666667	0.5
1281	cut	cap	first	R-MAT.100.10.36.gexf	100	730	2	1	[19, 19, 19, 19]	31	23	26.0	23.0	857	1	0	0	0	[31.0, 26.0, 23.0]	R-MAT	100	10	36	gexf	31	1.34782608695652	0.5
1282	cut	cap	first	R-MAT.100.10.36.gexf	100	730	3	2	[19, 19, 19, 19]	31	21	24.0	21.0	861	1	0	0	0	[31.0, 24.0, 21.0]	R-MAT	100	10	36	gexf	31	1.47619047619048	0.5
1283	cut	cap	first	R-MAT.100.10.36.gexf	100	730	5	3	[19, 19, 19, 19]	31	17	20.0	17.0	999	1	0	0	0	[31.0, 20.0, 17.0]	R-MAT	100	10	36	gexf	31	1.82352941176471	0.5
1284	cut	cap	first	R-MAT.100.10.36.gexf	100	730	10	4	[19, 19, 19, 19]	31	11	14.0	11.0	2000	2	0	0	0	[31.0, 14.0, 13.0, 11.0]	R-MAT	100	10	36	gexf	28.1111111111111	2.55555555555556	0
1286	cut	cap	first	R-MAT.100.25.36.gexf	100	1381	2	1	[40, 40, 40, 40]	116	101	101.0	inf	169	0	0	0	0	[116.0, 101.0]	R-MAT	100	25	36	gexf	116	1.14851485148515	0.5
1287	cut	cap	first	R-MAT.100.25.36.gexf	100	1381	3	2	[40, 40, 40, 40]	116	95	95.0	inf	194	0	0	0	0	[116.0, 95.0]	R-MAT	100	25	36	gexf	116	1.22105263157895	0.5
1288	cut	cap	first	R-MAT.100.25.36.gexf	100	1381	5	3	[40, 40, 40, 40]	116	83	83.0	inf	229	0	0	0	0	[116.0, 83.0]	R-MAT	100	25	36	gexf	116	1.39759036144578	0.5
1289	cut	cap	first	R-MAT.100.25.36.gexf	100	1381	10	4	[40, 40, 40, 40]	116	56	56.0	inf	271	0	0	0	0	[116.0, 56.0]	R-MAT	100	25	36	gexf	116	2.07142857142857	0.5
1291	cut	cap	first	R-MAT.100.5.37.gexf	100	429	2	1	[13, 13, 13, 13]	18	13	15.0	13.0	997	2	0	0	0	[18.0, 15.0, 14.0, 13.0]	R-MAT	100	5	37	gexf	18	1.38461538461538	0.5
1292	cut	cap	first	R-MAT.100.5.37.gexf	100	429	3	2	[13, 13, 13, 13]	18	11	14.0	11.0	1369	3	0	0	0	[18.0, 14.0, 13.0, 12.0, 11.0]	R-MAT	100	5	37	gexf	18	1.63636363636364	0.5
1293	cut	cap	first	R-MAT.100.5.37.gexf	100	429	5	3	[13, 13, 13, 13]	18	9	12.0	9.0	2977	3	0	0	0	[18.0, 12.0, 11.0, 10.0, 9.0]	R-MAT	100	5	37	gexf	18	2	0
1294	cut	cap	first	R-MAT.100.5.37.gexf	100	429	10	4	[13, 13, 13, 13]	18	7	7.0	inf	2319	0	0	0	0	[18.0, 7.0]	R-MAT	100	5	37	gexf	14.1428571428571	2.02040816326531	0
1296	cut	cap	first	R-MAT.100.10.37.gexf	100	713	2	1	[26, 26, 26, 26]	45	38	38.0	inf	627	0	0	0	0	[45.0, 38.0]	R-MAT	100	10	37	gexf	45	1.18421052631579	0.5
1297	cut	cap	first	R-MAT.100.10.37.gexf	100	713	3	2	[26, 26, 26, 26]	45	35	35.0	inf	849	0	0	0	0	[45.0, 35.0]	R-MAT	100	10	37	gexf	45	1.28571428571429	0.5
1298	cut	cap	first	R-MAT.100.10.37.gexf	100	713	5	3	[26, 26, 26, 26]	45	29	30.0	29.0	724	1	0	0	0	[45.0, 30.0, 29.0]	R-MAT	100	10	37	gexf	45	1.55172413793103	0.5
1299	cut	cap	first	R-MAT.100.10.37.gexf	100	713	10	4	[26, 26, 26, 26]	45	21	22.0	21.0	1934	1	0	0	0	[45.0, 22.0, 21.0]	R-MAT	100	10	37	gexf	45	2.14285714285714	0
1301	cut	cap	first	R-MAT.100.25.37.gexf	100	1412	2	1	[39, 39, 39, 39]	93	77	77.0	inf	168	0	0	0	0	[93.0, 77.0]	R-MAT	100	25	37	gexf	93	1.20779220779221	0.5
1302	cut	cap	first	R-MAT.100.25.37.gexf	100	1412	3	2	[39, 39, 39, 39]	93	70	70.0	inf	169	0	0	0	0	[93.0, 70.0]	R-MAT	100	25	37	gexf	93	1.32857142857143	0.5
1303	cut	cap	first	R-MAT.100.25.37.gexf	100	1412	5	3	[39, 39, 39, 39]	93	60	60.0	inf	764	0	0	0	0	[93.0, 60.0]	R-MAT	100	25	37	gexf	93	1.55	0.5
1304	cut	cap	first	R-MAT.100.25.37.gexf	100	1412	10	4	[39, 39, 39, 39]	93	45	45.0	inf	363	0	0	0	0	[93.0, 45.0]	R-MAT	100	25	37	gexf	92.4	2.05333333333333	0.5
1306	cut	cap	first	R-MAT.100.5.38.gexf	100	413	2	1	[13, 13, 13, 13]	20	15	15.0	inf	1246	0	0	0	0	[20.0, 15.0]	R-MAT	100	5	38	gexf	20	1.33333333333333	0.5
1307	cut	cap	first	R-MAT.100.5.38.gexf	100	413	3	2	[13, 13, 13, 13]	20	13	14.0	13.0	1283	1	0	0	0	[20.0, 14.0, 13.0]	R-MAT	100	5	38	gexf	20	1.53846153846154	0.5
1308	cut	cap	first	R-MAT.100.5.38.gexf	100	413	5	3	[13, 13, 13, 13]	20	9	12.0	9.0	1368	3	0	0	0	[20.0, 12.0, 11.0, 10.0, 9.0]	R-MAT	100	5	38	gexf	20	2.22222222222222	0.5
1309	cut	cap	first	R-MAT.100.5.38.gexf	100	413	10	4	[13, 13, 13, 13]	20	6	7.0	6.0	2329	1	0	0	0	[20.0, 7.0, 6.0]	R-MAT	100	5	38	gexf	15.4	2.56666666666667	0
1311	cut	cap	first	R-MAT.100.10.38.gexf	100	739	2	1	[27, 27, 27, 27]	46	38	38.0	inf	577	0	0	0	0	[46.0, 38.0]	R-MAT	100	10	38	gexf	46	1.21052631578947	0.5
1312	cut	cap	first	R-MAT.100.10.38.gexf	100	739	3	2	[27, 27, 27, 27]	46	35	35.0	inf	570	0	0	0	0	[46.0, 35.0]	R-MAT	100	10	38	gexf	46	1.31428571428571	0.5
1313	cut	cap	first	R-MAT.100.10.38.gexf	100	739	5	3	[27, 27, 27, 27]	46	30	31.0	30.0	1226	1	0	0	0	[46.0, 31.0, 30.0]	R-MAT	100	10	38	gexf	46	1.53333333333333	0.5
1314	cut	cap	first	R-MAT.100.10.38.gexf	100	739	10	4	[27, 27, 27, 27]	46	20	21.0	20.0	968	1	0	0	0	[46.0, 21.0, 20.0]	R-MAT	100	10	38	gexf	46	2.3	0.5
1316	cut	cap	first	R-MAT.100.25.38.gexf	100	1395	2	1	[39, 39, 39, 39]	103	80	80.0	inf	705	0	0	0	0	[103.0, 80.0]	R-MAT	100	25	38	gexf	103	1.2875	0.5
1317	cut	cap	first	R-MAT.100.25.38.gexf	100	1395	3	2	[39, 39, 39, 39]	103	72	72.0	inf	225	0	0	0	0	[103.0, 72.0]	R-MAT	100	25	38	gexf	103	1.43055555555556	0.5
1318	cut	cap	first	R-MAT.100.25.38.gexf	100	1395	5	3	[39, 39, 39, 39]	103	58	58.0	inf	233	0	0	0	0	[103.0, 58.0]	R-MAT	100	25	38	gexf	103	1.77586206896552	0.5
1319	cut	cap	first	R-MAT.100.25.38.gexf	100	1395	10	4	[39, 39, 39, 39]	103	41	41.0	inf	414	0	0	0	0	[103.0, 41.0]	R-MAT	100	25	38	gexf	97.7777777777778	2.38482384823848	0.5
1321	cut	cap	first	R-MAT.100.5.39.gexf	100	419	2	1	[12, 12, 12, 12]	13	10	10.0	inf	2295	0	0	0	0	[13.0, 10.0]	R-MAT	100	5	39	gexf	13	1.3	0.5
1322	cut	cap	first	R-MAT.100.5.39.gexf	100	419	3	2	[12, 12, 12, 12]	13	9	9.0	inf	2319	0	0	0	0	[13.0, 9.0]	R-MAT	100	5	39	gexf	13	1.44444444444444	0.5
1323	cut	cap	first	R-MAT.100.5.39.gexf	100	419	5	3	[12, 12, 12, 12]	13	7	7.0	inf	2401	0	0	0	0	[13.0, 7.0]	R-MAT	100	5	39	gexf	13	1.85714285714286	0.5
1324	cut	cap	first	R-MAT.100.5.39.gexf	100	419	10	4	[12, 12, 12, 12]	13	2	2.0	inf	2558	0	0	0	0	[13.0, 2.0]	R-MAT	100	5	39	gexf	12.1	6.05	0.5
1326	cut	cap	first	R-MAT.100.10.39.gexf	100	716	2	1	[24, 24, 24, 24]	46	34	34.0	inf	404	0	0	0	0	[46.0, 34.0]	R-MAT	100	10	39	gexf	46	1.35294117647059	0.5
1327	cut	cap	first	R-MAT.100.10.39.gexf	100	716	3	2	[24, 24, 24, 24]	46	30	30.0	inf	496	0	0	0	0	[46.0, 30.0]	R-MAT	100	10	39	gexf	46	1.53333333333333	0.5
1328	cut	cap	first	R-MAT.100.10.39.gexf	100	716	5	3	[24, 24, 24, 24]	46	23	23.0	inf	656	0	0	0	0	[46.0, 23.0]	R-MAT	100	10	39	gexf	46	2	0.5
1329	cut	cap	first	R-MAT.100.10.39.gexf	100	716	10	4	[24, 24, 24, 24]	46	14	14.0	inf	1578	0	0	0	0	[46.0, 14.0]	R-MAT	100	10	39	gexf	40.8571428571429	2.91836734693878	0.5
